,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.04915266,0.45352602,0.80185735,0.37992352,0.74739873,0.6900277,-0.39085287,0.55368555,-0.72973555,1.313267,-0.7873024,-0.83041555,-0.013261628,0.30245858,-0.47434253,-0.87583923,0.42867512,0.63201547,0.021922182,0.43576878
6582,0.049162757,0.4535071,0.8018587,0.37992057,0.7474064,0.69003636,-0.39083385,0.5536872,-0.7297455,1.3132641,-0.78731215,-0.8304084,-0.0132564185,0.30247003,-0.47433463,-0.87584096,0.42867908,0.6320039,0.0219208,0.43577975
22,0.049154125,0.4535245,0.8018584,0.37992245,0.74740374,0.6900319,-0.3908499,0.553683,-0.72973853,1.3132708,-0.78730744,-0.83041364,-0.013260794,0.30246222,-0.47433743,-0.8758424,0.42867,0.63201463,0.021921694,0.43577233
22,0.049154125,0.4535245,0.8018584,0.37992245,0.74740374,0.6900319,-0.3908499,0.553683,-0.72973853,1.3132708,-0.78730744,-0.83041364,-0.013260794,0.30246222,-0.47433743,-0.8758424,0.42867,0.63201463,0.021921694,0.43577233
22,0.049154125,0.4535245,0.8018584,0.37992245,0.74740374,0.6900319,-0.3908499,0.553683,-0.72973853,1.3132708,-0.78730744,-0.83041364,-0.013260794,0.30246222,-0.47433743,-0.8758424,0.42867,0.63201463,0.021921694,0.43577233
0,0.049681105,0.45396367,0.8023654,0.38297528,0.7480442,0.68386567,-0.39109135,0.55275905,-0.7309615,1.3146347,-0.7870429,-0.834552,-0.009680474,0.31335497,-0.47626218,-0.8758054,0.42715997,0.630458,0.015274393,0.43593723
0,0.049263097,0.45339984,0.8018387,0.37994736,0.7474872,0.69007826,-0.3907339,0.55363804,-0.72979337,1.3132851,-0.7873865,-0.8304083,-0.013246452,0.3026737,-0.47428972,-0.87586725,0.42865342,0.6319284,0.021804083,0.43587154
0,0.04915608,0.4535176,0.8018589,0.3799232,0.74740213,0.6900307,-0.3908451,0.55368745,-0.7297396,1.3132638,-0.7873057,-0.83041304,-0.013257956,0.30246133,-0.47433954,-0.87584,0.42867747,0.6320113,0.021922326,0.43577275
0,0.04915891,0.4535168,0.8018571,0.37992096,0.7474039,0.690035,-0.39084366,0.5536848,-0.72974074,1.3132645,-0.7873085,-0.83041036,-0.013260555,0.30245918,-0.4743362,-0.8758402,0.42867726,0.6320112,0.02192328,0.43577394
0,0.04916669,0.4534974,0.8018611,0.37991866,0.7474107,0.6900412,-0.39082438,0.5536879,-0.72975063,1.3132609,-0.7873149,-0.83040535,-0.013251376,0.30247205,-0.4743321,-0.8758423,0.42868224,0.63199955,0.021921312,0.4357842
0,0.049318932,0.4533651,0.8018156,0.37991047,0.7475188,0.6901406,-0.39069375,0.5536011,-0.7298204,1.3132861,-0.787405,-0.8303689,-0.013262713,0.30266765,-0.47426802,-0.8758707,0.42866164,0.63191146,0.021789122,0.43589777
0,0.04917252,0.45349032,0.8018597,0.37991917,0.7474071,0.690037,-0.39081922,0.55369204,-0.7297538,1.3132578,-0.7873139,-0.8304062,-0.013250482,0.3024779,-0.4743348,-0.8758379,0.4286911,0.63199246,0.021918584,0.43578568
0,0.049165405,0.45350322,0.8018583,0.3799205,0.74740905,0.6900398,-0.39082962,0.553686,-0.72974676,1.3132627,-0.78731465,-0.83040714,-0.013256359,0.30247122,-0.4743328,-0.8758421,0.42868024,0.6320022,0.02192099,0.43578205
0,0.049152754,0.45352536,0.80185735,0.3799242,0.74739915,0.69002795,-0.39085206,0.55368525,-0.7297355,1.3132662,-0.78730255,-0.83041555,-0.013260985,0.30245936,-0.47434273,-0.8758396,0.42867517,0.6320156,0.02192167,0.43576914
0,0.04915396,0.4535233,0.80185777,0.379923,0.7474011,0.6900301,-0.39084953,0.55368453,-0.7297373,1.3132665,-0.7873046,-0.8304142,-0.013260257,0.30246,-0.47434044,-0.87584037,0.42867455,0.6320148,0.021921981,0.43577075
0,0.049163472,0.45350176,0.8018605,0.37992018,0.7474084,0.6900383,-0.39082873,0.55368793,-0.7297481,1.3132613,-0.78731394,-0.83040726,-0.013252974,0.30246896,-0.47433272,-0.8758415,0.42868194,0.63200223,0.021922493,0.43578163
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
2549,0.04915321,0.4535275,0.8018573,0.37992308,0.7474006,0.69002885,-0.3908536,0.55368406,-0.7297365,1.3132702,-0.78730434,-0.83041495,-0.013262451,0.3024601,-0.47434035,-0.87584037,0.42867166,0.6320158,0.021921372,0.4357698
5,0.04915334,0.4535276,0.8018576,0.37992316,0.74740005,0.6900281,-0.39085412,0.55368435,-0.7297365,1.3132697,-0.7873031,-0.83041555,-0.013261843,0.30245978,-0.47434148,-0.87584,0.42867225,0.632016,0.02192086,0.4357694
5,0.049152456,0.45352775,0.80185765,0.3799235,0.74740076,0.69002885,-0.39085332,0.5536839,-0.72973615,1.3132703,-0.78730476,-0.83041525,-0.013261974,0.3024605,-0.4743401,-0.8758408,0.42867106,0.63201606,0.021921825,0.4357699
488,0.04915253,0.4535287,0.8018562,0.37992308,0.74739736,0.6900271,-0.39085495,0.5536853,-0.7297347,1.3132694,-0.78730196,-0.83041555,-0.013263834,0.30245906,-0.47434312,-0.87583864,0.42867446,0.6320157,0.021922123,0.43576813
0,0.049529336,0.45382205,0.8019233,0.381845,0.7476977,0.6861459,-0.3912382,0.55305463,-0.7303749,1.3140795,-0.78705007,-0.8329708,-0.011273826,0.30922216,-0.47557658,-0.87569064,0.42787656,0.6310258,0.01756221,0.43581995
72,0.049151707,0.4535281,0.80185795,0.37992403,0.74739975,0.69002753,-0.39085442,0.55368483,-0.7297357,1.3132694,-0.7873031,-0.8304162,-0.013261604,0.3024597,-0.4743417,-0.87584037,0.42867193,0.6320165,0.02192155,0.435769
0,0.049519755,0.45326194,0.80175465,0.38014022,0.74771136,0.6900772,-0.39059025,0.55342066,-0.72984344,1.3134367,-0.78752375,-0.8305529,-0.013199019,0.30348656,-0.47426906,-0.8759783,0.42842793,0.6317957,0.02131344,0.43608165
0,0.049242117,0.45353746,0.8019287,0.38058573,0.7475416,0.689136,-0.39096677,0.55371106,-0.729779,1.3134315,-0.7872166,-0.83107406,-0.012754154,0.30416054,-0.47467956,-0.87590015,0.42831343,0.63176715,0.020899177,0.4358512
0,0.049156986,0.45351562,0.8018583,0.3799225,0.7474027,0.6900326,-0.39084244,0.55368733,-0.72974026,1.3132633,-0.78730774,-0.8304116,-0.0132582905,0.3024616,-0.47433788,-0.87584,0.42867857,0.63201,0.021923672,0.4357738
1037,0.049152218,0.45352864,0.80185765,0.37992364,0.7473996,0.69002753,-0.3908546,0.5536846,-0.7297358,1.3132699,-0.7873034,-0.83041584,-0.013262165,0.30245915,-0.47434133,-0.87584007,0.42867193,0.6320162,0.021921659,0.43576893
1037,0.04915155,0.45352983,0.8018572,0.3799246,0.74739844,0.6900261,-0.39085644,0.55368423,-0.7297341,1.3132691,-0.78730166,-0.83041716,-0.0132625345,0.30245936,-0.4743433,-0.8758396,0.42867237,0.6320176,0.021920657,0.43576765
0,0.0495661,0.45322004,0.80171835,0.38001958,0.74770606,0.6901977,-0.39055538,0.55342245,-0.72988164,1.31341,-0.78755665,-0.83043367,-0.013292074,0.3032423,-0.47419137,-0.8759362,0.4285222,0.63177156,0.02142663,0.4360879
1039,0.049151063,0.45353192,0.80185616,0.3799249,0.7473959,0.69002354,-0.39085916,0.5536849,-0.7297329,1.3132683,-0.78729856,-0.83041847,-0.013263166,0.3024578,-0.47434625,-0.8758378,0.42867413,0.63201815,0.021919716,0.43576565
2581,0.04915143,0.45352745,0.8018565,0.37992465,0.74739635,0.6900259,-0.3908549,0.553686,-0.7297333,1.3132654,-0.7872998,-0.8304167,-0.0132624265,0.30245703,-0.47434527,-0.8758378,0.42867717,0.6320164,0.021921802,0.43576688
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
0,0.049633313,0.45397934,0.80225086,0.3828043,0.747956,0.68426305,-0.39115447,0.5528215,-0.7308059,1.3145485,-0.78706235,-0.8342703,-0.0100371,0.3126366,-0.4761389,-0.8757919,0.42726842,0.63056946,0.015707493,0.43590897
0,0.049595762,0.4531973,0.80173266,0.38001826,0.7477209,0.6901935,-0.39054105,0.55342793,-0.72990596,1.3133968,-0.78753364,-0.83043975,-0.013263106,0.30325675,-0.47421473,-0.87593925,0.42852563,0.63175875,0.021398688,0.43609542
0,0.04926909,0.45354128,0.8019681,0.38086224,0.747632,0.6888569,-0.3909883,0.5536703,-0.72977895,1.3135077,-0.7872238,-0.83135194,-0.012544406,0.30482715,-0.4747654,-0.8759618,0.42811856,0.63172114,0.020515513,0.43590528
0,0.04933963,0.4533472,0.80179816,0.3799122,0.7475356,0.69016045,-0.39067563,0.55358046,-0.72982347,1.3132912,-0.7874221,-0.83036184,-0.013279915,0.3027001,-0.47425613,-0.8758755,0.4286583,0.6318984,0.021763062,0.43591756
0,0.04917724,0.45348263,0.80185854,0.37991595,0.7474084,0.690042,-0.3908107,0.5536923,-0.729757,1.3132589,-0.78731745,-0.8304017,-0.013251591,0.30248517,-0.474333,-0.8758381,0.42869377,0.6319856,0.02191775,0.4357911
0,0.049153697,0.45352668,0.8018572,0.37992293,0.74740136,0.69003004,-0.39085212,0.5536839,-0.72973675,1.3132706,-0.787306,-0.8304142,-0.01326294,0.30246145,-0.47433892,-0.875841,0.42867106,0.63201505,0.021921825,0.4357709
0,0.04916085,0.4535142,0.8018564,0.37991962,0.7474054,0.690038,-0.39084044,0.5536843,-0.72974217,1.3132646,-0.7873109,-0.8304083,-0.013261223,0.30246025,-0.47433424,-0.8758408,0.42867795,0.6320094,0.02192396,0.4357756
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
2587,0.049153127,0.4535265,0.8018581,0.37992314,0.74740165,0.69002974,-0.3908523,0.5536839,-0.7297371,1.3132703,-0.78730524,-0.8304148,-0.013261366,0.30246085,-0.47433963,-0.8758413,0.42867106,0.63201565,0.021921705,0.4357706
2587,0.04915446,0.4535249,0.80185795,0.37992203,0.74740326,0.69003195,-0.39084995,0.5536834,-0.7297386,1.3132708,-0.7873076,-0.83041304,-0.013261652,0.30246115,-0.47433725,-0.87584174,0.42867097,0.63201433,0.021922624,0.4357721
5459,0.049287654,0.45339242,0.80182153,0.379911,0.7474848,0.69011563,-0.39072108,0.55363214,-0.7298048,1.3132832,-0.78739107,-0.8303722,-0.013272989,0.30262282,-0.4742797,-0.8758567,0.428679,0.63191855,0.021831393,0.43587145
6741,0.049152575,0.45352778,0.80185735,0.3799234,0.74739945,0.6900279,-0.39085406,0.55368483,-0.7297358,1.3132691,-0.7873032,-0.83041555,-0.013262177,0.3024587,-0.47434154,-0.8758397,0.42867318,0.632016,0.021921838,0.4357689
893,0.049153425,0.45352706,0.80185777,0.3799229,0.7474006,0.6900287,-0.39085305,0.5536844,-0.7297368,1.3132697,-0.7873042,-0.83041507,-0.013261771,0.3024597,-0.4743405,-0.8758402,0.42867222,0.6320156,0.021921765,0.4357697
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
0,0.049324967,0.45416236,0.80243266,0.3831272,0.747923,0.68381405,-0.39125526,0.55286074,-0.7306892,1.3145312,-0.78696215,-0.8346349,-0.009689534,0.31307235,-0.4763341,-0.87590617,0.42705756,0.6307147,0.015573179,0.43580347
0,0.049659215,0.45395446,0.80222255,0.3827199,0.7479669,0.6844021,-0.3911379,0.552808,-0.7308131,1.3145256,-0.78708297,-0.8341777,-0.010100985,0.31242338,-0.47607177,-0.8757841,0.4273017,0.63059646,0.015800977,0.43591493
6749,0.049171172,0.45349044,0.8018602,0.37992066,0.74740636,0.69003403,-0.39081943,0.5536922,-0.72975254,1.3132594,-0.7873115,-0.83040774,-0.013249504,0.30248815,-0.47433892,-0.8758396,0.42868727,0.63199174,0.021912206,0.43578786
0,0.049153186,0.4535264,0.8018576,0.37992325,0.7473998,0.6900283,-0.39085272,0.55368483,-0.72973645,1.3132688,-0.78730357,-0.83041525,-0.013261462,0.30245987,-0.4743414,-0.8758399,0.42867327,0.6320154,0.021921623,0.43576956
0,0.04930252,0.4542262,0.8025689,0.38341242,0.74800074,0.68328637,-0.39125305,0.5528017,-0.7307895,1.3146646,-0.7869636,-0.83501214,-0.009313906,0.3139678,-0.4764862,-0.87594223,0.4268674,0.6306085,0.015091372,0.4358154
0,0.049179483,0.45348102,0.8018581,0.3799166,0.747415,0.69004726,-0.390809,0.55368793,-0.72975814,1.3132606,-0.78732264,-0.8304003,-0.013252879,0.30248708,-0.47432756,-0.87584126,0.4286887,0.6319858,0.021915138,0.43579465
6758,0.049155496,0.45352048,0.8018573,0.37992227,0.7474027,0.6900333,-0.39084673,0.5536846,-0.7297384,1.3132659,-0.7873079,-0.8304121,-0.01326133,0.30245894,-0.47433695,-0.87584054,0.42867535,0.6320132,0.021923745,0.43577233
0,0.04915359,0.45352545,0.80185825,0.379923,0.74740297,0.69003093,-0.39085084,0.5536832,-0.7297379,1.3132708,-0.7873067,-0.8304142,-0.013261164,0.30246216,-0.47433823,-0.8758421,0.42867002,0.6320151,0.021921407,0.43577176
0,0.049167525,0.45349598,0.8018613,0.379918,0.74741095,0.6900418,-0.39082295,0.5536884,-0.7297519,1.3132613,-0.7873155,-0.83040476,-0.013251102,0.30247208,-0.47433147,-0.8758419,0.4286831,0.6319982,0.02192142,0.43578506
0,0.049417187,0.4533728,0.80187273,0.38071364,0.74777496,0.68948686,-0.39073443,0.55341965,-0.7297304,1.3135761,-0.78744966,-0.8311251,-0.012843656,0.30465594,-0.47451606,-0.8761153,0.4280325,0.6318069,0.020691836,0.43611878
6775,0.049153436,0.4535268,0.8018569,0.3799226,0.74740046,0.6900299,-0.39085236,0.5536841,-0.72973645,1.31327,-0.7873055,-0.8304142,-0.013263285,0.30245966,-0.47433954,-0.8758403,0.4286728,0.6320149,0.021922851,0.43577012
0,0.049159706,0.45351428,0.80185795,0.37991983,0.74740803,0.69003904,-0.39083958,0.55368274,-0.729743,1.3132674,-0.7873128,-0.83040845,-0.01325959,0.3024636,-0.4743324,-0.8758429,0.42867357,0.6320098,0.021922946,0.43577743
0,0.04934404,0.45334405,0.80180085,0.37989902,0.7475307,0.6901665,-0.39066803,0.5535829,-0.7298304,1.3132957,-0.78742224,-0.8303539,-0.013276935,0.30268985,-0.47425675,-0.87586963,0.4286708,0.6318923,0.021775126,0.43591547
0,0.049584843,0.4531963,0.80174255,0.380167,0.7477983,0.6901196,-0.3905279,0.55334896,-0.729874,1.3134488,-0.7875584,-0.830568,-0.013170528,0.30363035,-0.4742454,-0.876019,0.42837867,0.6317746,0.021198178,0.43614778
6795,0.049152397,0.45352936,0.8018569,0.3799242,0.7473978,0.6900257,-0.39085668,0.55368507,-0.7297348,1.313268,-0.78730035,-0.8304173,-0.013262403,0.30245715,-0.47434407,-0.8758386,0.4286744,0.63201696,0.021920705,0.43576702
0,0.049153436,0.45352596,0.80185765,0.37992278,0.74740154,0.69003046,-0.39085168,0.55368394,-0.72973716,1.31327,-0.7873055,-0.8304144,-0.013261926,0.30246034,-0.4743394,-0.87584084,0.42867193,0.6320151,0.021922207,0.4357707
0,0.049153376,0.45352602,0.8018578,0.3799231,0.74740154,0.69003016,-0.39085186,0.55368394,-0.72973716,1.3132699,-0.7873055,-0.8304145,-0.0132617,0.30246037,-0.4743393,-0.87584096,0.42867184,0.63201535,0.021921992,0.4357706
0,0.04954827,0.4538575,0.80203915,0.38214487,0.74776804,0.68554044,-0.39121217,0.5530107,-0.7305183,1.3141882,-0.7870116,-0.8333848,-0.01085304,0.31025034,-0.47578102,-0.8757186,0.42771226,0.6308953,0.016983699,0.43583012
0,0.049235452,0.45344907,0.80192566,0.380471,0.74754846,0.6895552,-0.39081866,0.5536419,-0.7297085,1.3134209,-0.78733903,-0.8309239,-0.012929785,0.30381447,-0.47451353,-0.8759693,0.4283386,0.6318735,0.02121601,0.4359212
0,0.049151957,0.45352912,0.8018573,0.37992424,0.74739933,0.69002706,-0.3908552,0.55368435,-0.7297351,1.31327,-0.7873034,-0.8304161,-0.013262689,0.3024603,-0.47434178,-0.87584007,0.42867145,0.63201654,0.021921242,0.43576878
0,0.049169242,0.45349807,0.80185854,0.37991795,0.74741167,0.690044,-0.39082462,0.55368626,-0.72975075,1.313262,-0.7873168,-0.8304043,-0.013255,0.30247015,-0.47432995,-0.875842,0.42868233,0.63199914,0.021921944,0.43578434
0,0.051549543,0.45343137,0.799865,0.3794909,0.7474674,0.6908584,-0.39206696,0.5513875,-0.72951955,1.3136566,-0.78599405,-0.83030194,-0.014976382,0.30334133,-0.47545165,-0.8751198,0.42940933,0.6317257,0.018701172,0.43582135
259,0.049152553,0.45352727,0.80185795,0.37992364,0.7474009,0.6900288,-0.3908534,0.55368406,-0.72973627,1.3132697,-0.7873043,-0.8304154,-0.013261473,0.3024601,-0.47434053,-0.87584066,0.42867154,0.6320162,0.021921527,0.43576974
0,0.049287092,0.45339498,0.8018161,0.37991366,0.7474795,0.6901128,-0.39072347,0.5536302,-0.72979766,1.3132823,-0.78738576,-0.830375,-0.013276803,0.30263492,-0.4742878,-0.8758562,0.42867833,0.63192075,0.021823311,0.43587098
0,0.049183298,0.45347404,0.8018597,0.37991595,0.7474178,0.6900482,-0.39080232,0.5536866,-0.7297617,1.3132585,-0.7873206,-0.83040065,-0.013246536,0.30249485,-0.47433025,-0.8758423,0.42868966,0.6319835,0.02190864,0.43579826
6841,0.049154162,0.45352477,0.80185825,0.3799224,0.74740356,0.6900319,-0.39085007,0.55368316,-0.7297385,1.3132708,-0.78730744,-0.8304135,-0.013261104,0.30246183,-0.4743375,-0.8758421,0.42867026,0.63201475,0.021921897,0.43577227
6841,0.04915428,0.45352474,0.8018583,0.37992236,0.7474036,0.6900318,-0.39085007,0.553683,-0.72973853,1.3132708,-0.78730744,-0.8304135,-0.013261044,0.302462,-0.4743374,-0.8758422,0.42867002,0.6320147,0.02192167,0.43577218
6841,0.04915445,0.4535245,0.80185854,0.3799223,0.74740386,0.6900322,-0.39084974,0.55368304,-0.7297387,1.3132709,-0.7873076,-0.83041346,-0.013260961,0.30246198,-0.47433725,-0.8758422,0.42867026,0.6320145,0.021921849,0.43577248
6841,0.04915409,0.4535249,0.8018584,0.37992263,0.7474035,0.6900317,-0.3908501,0.55368316,-0.7297385,1.3132709,-0.7873073,-0.83041364,-0.0132608535,0.30246216,-0.47433767,-0.8758423,0.42867,0.63201463,0.021921635,0.43577227
0,0.049152266,0.4535284,0.80185735,0.37992373,0.7473999,0.6900278,-0.39085445,0.5536842,-0.7297356,1.3132696,-0.78730357,-0.8304159,-0.013262128,0.3024594,-0.4743411,-0.8758402,0.42867184,0.63201654,0.021921491,0.43576893
0,0.049346052,0.45342678,0.8018772,0.3806123,0.7476732,0.6895162,-0.39079076,0.5535084,-0.7297109,1.3135298,-0.7874244,-0.83103335,-0.012919689,0.3043094,-0.47449583,-0.87605304,0.42814222,0.631837,0.02091689,0.4360365
0,0.04916525,0.4535033,0.8018588,0.37991995,0.747409,0.6900395,-0.3908297,0.5536863,-0.72974765,1.3132637,-0.7873147,-0.8304068,-0.01325581,0.30247155,-0.4743324,-0.8758419,0.42867956,0.6320019,0.02192092,0.43578228
6849,0.049152233,0.45352897,0.8018568,0.37992367,0.74739945,0.6900279,-0.390855,0.55368394,-0.7297351,1.31327,-0.78730375,-0.8304157,-0.013263011,0.3024593,-0.474341,-0.8758399,0.428672,0.6320168,0.021921623,0.4357687
0,0.049300075,0.45337653,0.80182344,0.3799065,0.74750346,0.6901344,-0.39070553,0.5536194,-0.7298148,1.3132849,-0.7874006,-0.8303669,-0.013263631,0.30263072,-0.47426766,-0.8758632,0.42867297,0.6319159,0.021822155,0.435883
0,0.049358524,0.45340052,0.8018856,0.38059336,0.7476609,0.68952143,-0.39076847,0.5535215,-0.72972,1.3135113,-0.78738916,-0.8310301,-0.012893617,0.30430415,-0.47452998,-0.8760401,0.4281798,0.63182414,0.020913815,0.43603355
6877,0.049176265,0.4534835,0.80185986,0.37991792,0.74741244,0.6900422,-0.39081186,0.55368936,-0.7297569,1.3132589,-0.7873175,-0.8304036,-0.013249135,0.3024872,-0.47433218,-0.87584084,0.42868853,0.6319885,0.02191323,0.43579212
2634,0.04915216,0.45352754,0.80185765,0.37992337,0.74740136,0.6900298,-0.39085335,0.5536841,-0.7297362,1.31327,-0.78730565,-0.8304146,-0.01326282,0.3024588,-0.47433892,-0.87584096,0.42867106,0.63201606,0.02192291,0.43577003
1053,0.04915159,0.45353,0.8018568,0.3799242,0.7473973,0.6900257,-0.39085683,0.55368495,-0.72973406,1.3132684,-0.78730077,-0.830417,-0.013262784,0.302458,-0.47434387,-0.87583864,0.42867374,0.6320172,0.021921158,0.4357671
1053,0.049152147,0.4535288,0.8018572,0.37992367,0.7473987,0.6900271,-0.39085522,0.5536849,-0.7297352,1.3132696,-0.7873026,-0.830416,-0.013262665,0.3024588,-0.47434205,-0.8758394,0.42867285,0.6320165,0.021921838,0.43576837
1053,0.0491521,0.45352918,0.8018569,0.37992364,0.7473981,0.6900266,-0.39085585,0.5536849,-0.7297348,1.313269,-0.78730184,-0.8304163,-0.013262868,0.3024581,-0.47434288,-0.87583905,0.42867342,0.6320166,0.0219216,0.4357678
0,0.04932828,0.4533523,0.8018222,0.37993452,0.7475344,0.6901227,-0.39068192,0.5535935,-0.72982585,1.3133013,-0.7874157,-0.8303919,-0.013243794,0.3027535,-0.47426882,-0.87588227,0.42863673,0.63189924,0.021744657,0.4359173
0,0.04982426,0.4530387,0.8016553,0.38001525,0.74793017,0.6903615,-0.39037204,0.5532093,-0.7299989,1.3134763,-0.7876476,-0.8304154,-0.013261711,0.30360824,-0.4741327,-0.87601787,0.42841578,0.63167644,0.02110828,0.43627554
6914,0.04915122,0.45353046,0.8018565,0.37992448,0.747397,0.6900253,-0.3908574,0.55368507,-0.7297335,1.3132687,-0.7873004,-0.83041734,-0.013263273,0.30245787,-0.47434434,-0.87583846,0.42867383,0.6320174,0.021920895,0.4357668
6926,0.04918454,0.45347348,0.8018597,0.37991494,0.7474195,0.6900495,-0.39080113,0.5536847,-0.7297631,1.3132604,-0.7873219,-0.8304,-0.01324625,0.30249768,-0.47432894,-0.8758435,0.42868766,0.63198316,0.02190671,0.4358
0,0.049150478,0.45353135,0.8018568,0.37992528,0.7473965,0.69002366,-0.3908589,0.55368495,-0.729733,1.3132681,-0.78729856,-0.8304186,-0.013262498,0.30245772,-0.47434598,-0.87583846,0.42867357,0.6320184,0.021919703,0.43576583
0,0.049459793,0.4534033,0.8018929,0.38072386,0.7476493,0.6890444,-0.39085212,0.5536176,-0.7298484,1.313472,-0.787242,-0.83121574,-0.012640727,0.30473253,-0.47473925,-0.8759362,0.42823276,0.63164824,0.020542454,0.43597612
6936,0.049156357,0.4535199,0.8018573,0.37992173,0.74740297,0.6900338,-0.3908457,0.5536842,-0.7297389,1.3132663,-0.7873081,-0.83041143,-0.013261056,0.30246058,-0.4743371,-0.87584084,0.4286751,0.63201255,0.021923328,0.4357729
0,0.04979662,0.4530571,0.8016466,0.38003564,0.7479123,0.69034386,-0.39039323,0.55321497,-0.7299697,1.3134699,-0.78764516,-0.8304287,-0.013279771,0.3036114,-0.47413737,-0.87601805,0.42840976,0.6316913,0.021111548,0.436268
6947,0.049152125,0.4535284,0.80185735,0.37992376,0.7473997,0.69002783,-0.39085445,0.5536841,-0.7297354,1.3132697,-0.7873034,-0.8304157,-0.013262379,0.30245984,-0.4743414,-0.87584037,0.42867178,0.6320164,0.021921432,0.435769
0,0.049686648,0.45312482,0.80168897,0.38003176,0.74779093,0.69025946,-0.39046836,0.5533374,-0.72991943,1.3134174,-0.7875639,-0.8304407,-0.013271081,0.30343208,-0.47420964,-0.8759645,0.42849904,0.6317223,0.02125826,0.4361679
0,0.049331166,0.453345,0.8018184,0.37993798,0.7475318,0.69012296,-0.39067733,0.5535934,-0.7298231,1.3132966,-0.78741103,-0.83039427,-0.013246333,0.30276138,-0.47427663,-0.8758788,0.42864656,0.631894,0.02173518,0.43591872
6952,0.049155593,0.4535223,0.80185604,0.37992215,0.7474005,0.69003165,-0.3908483,0.5536846,-0.7297371,1.3132665,-0.7873065,-0.8304124,-0.013263035,0.30245966,-0.474339,-0.8758394,0.42867613,0.63201314,0.021923374,0.4357713
0,0.049161673,0.45351332,0.80185634,0.3799192,0.7474065,0.690039,-0.3908391,0.5536833,-0.72974277,1.3132644,-0.7873118,-0.8304078,-0.013260543,0.30246037,-0.47433338,-0.87584114,0.42867765,0.6320094,0.021923661,0.43577623
0,0.049152542,0.45352802,0.8018575,0.37992385,0.74739987,0.6900277,-0.39085436,0.5536845,-0.72973585,1.3132694,-0.78730327,-0.8304159,-0.013261962,0.30245993,-0.47434154,-0.87584,0.42867202,0.63201624,0.021921063,0.43576908
6979,0.04915178,0.4535295,0.8018568,0.37992394,0.7473973,0.6900259,-0.39085653,0.55368537,-0.7297344,1.3132683,-0.7873007,-0.8304168,-0.013263011,0.30245703,-0.47434378,-0.87583816,0.42867452,0.63201684,0.021921659,0.4357671
0,0.049157143,0.4535179,0.80185765,0.37992138,0.74740523,0.6900357,-0.3908434,0.5536836,-0.72974026,1.3132664,-0.7873099,-0.83041066,-0.013260317,0.30246085,-0.47433534,-0.8758418,0.42867485,0.63201195,0.021923339,0.4357744
1061,0.04915173,0.45352978,0.80185664,0.37992388,0.7473968,0.6900256,-0.39085686,0.5536855,-0.7297342,1.3132683,-0.7873004,-0.830417,-0.013263178,0.30245703,-0.47434434,-0.87583816,0.42867494,0.63201684,0.02192155,0.4357668
0,0.04948058,0.45328084,0.8017667,0.38012695,0.74767596,0.6900688,-0.39061156,0.5534502,-0.7298254,1.3134139,-0.7875066,-0.830546,-0.013200355,0.30339915,-0.4742735,-0.87596524,0.42845392,0.63181925,0.021378636,0.43605262
0,0.049238764,0.45345992,0.801918,0.38048646,0.7475647,0.6895553,-0.39082518,0.55362415,-0.72970426,1.3134505,-0.78736866,-0.83093053,-0.012943661,0.30386552,-0.47449154,-0.8759794,0.42830476,0.6318706,0.021195292,0.43593422
0,0.04924171,0.4535423,0.8019339,0.3806536,0.74755776,0.68907154,-0.39097267,0.553699,-0.7297703,1.3134458,-0.7872173,-0.83114004,-0.012710953,0.30431443,-0.47470322,-0.8759146,0.42827097,0.6317617,0.020812655,0.43586034
0,0.04940357,0.45342153,0.8018948,0.38065135,0.7475953,0.6890957,-0.39085728,0.5536522,-0.72983325,1.313443,-0.7872269,-0.83114547,-0.01268692,0.3045116,-0.47472906,-0.87591,0.42830858,0.6316716,0.020687878,0.43593565
0,0.049547292,0.45321196,0.80175674,0.3801778,0.74779075,0.6901048,-0.3905418,0.55336165,-0.72986317,1.3134344,-0.7875605,-0.83057576,-0.013161564,0.30358058,-0.47423849,-0.8760191,0.42838287,0.63179433,0.021233082,0.43613037
